Zones,Year,Z_Turnout_Percentage,Z_Vote_Share_Percentage.OTHER,Z_Vote_Share_Percentage.UPA,Z_Vote_Share_Percentage.NDA,LAG_Z_Vote_Share_Percentage.NDA,LAG_Z_Vote_Share_Percentage.UPA,LAG_Z_Vote_Share_Percentage.OTHER,LAG_Z_Turnout_Percentage,LAG2_Z_Vote_Share_Percentage.NDA,LAG2_Z_Vote_Share_Percentage.UPA,LAG2_Z_Vote_Share_Percentage.OTHER,LAG2_Z_Turnout_Percentage,LAG3_Z_Vote_Share_Percentage.NDA,LAG3_Z_Vote_Share_Percentage.UPA,LAG3_Z_Vote_Share_Percentage.OTHER,LAG3_Z_Turnout_Percentage
North,1989,0.562568456932611,0.431159855184142,0.375107311527412,0.193694198246733,0.419236606491086,0.467960681212777,0.112802712296137,0.645000403316417,0.159547889870924,0.512661080600292,0.327779254846283,0.597598585881913,0.0522424235616222,0.00820296121013039,0.939526100095461,0.568582556990421
North,1991,0.460322034337084,0.264052640690121,0.436139854523016,0.299702404502496,0.193694198246733,0.375107311527412,0.431159855184142,0.562568456932611,0.419236606491086,0.467960681212777,0.112802712296137,0.645000403316417,0.159547889870924,0.512661080600292,0.327779254846283,0.597598585881913
North,1996,0.528203378194743,0.304621381523185,0.354108815179932,0.341220043531289,0.299702404502496,0.436139854523016,0.264052640690121,0.460322034337084,0.193694198246733,0.375107311527412,0.431159855184142,0.562568456932611,0.419236606491086,0.467960681212777,0.112802712296137,0.645000403316417
North,1998,0.602689568493238,0.237404931838476,0.373228557212706,0.389366510948818,0.341220043531289,0.354108815179932,0.304621381523185,0.528203378194743,0.299702404502496,0.436139854523016,0.264052640690121,0.460322034337084,0.193694198246733,0.375107311527412,0.431159855184142,0.562568456932611
North,1999,0.53881172593242,0.164100369275738,0.416280024998435,0.419619605725827,0.389366510948818,0.373228557212706,0.237404931838476,0.602689568493238,0.341220043531289,0.354108815179932,0.304621381523185,0.528203378194743,0.299702404502496,0.436139854523016,0.264052640690121,0.460322034337084
North,2004,0.543457111204335,0.191240885901403,0.404774301873495,0.403887418237036,0.419619605725827,0.416280024998435,0.164100369275738,0.53881172593242,0.389366510948818,0.373228557212706,0.237404931838476,0.602689568493238,0.341220043531289,0.354108815179932,0.304621381523185,0.528203378194743
North,2009,0.559806806608627,0.213246251627002,0.446292941431219,0.340460806941779,0.403887418237036,0.404774301873495,0.191240885901403,0.543457111204335,0.419619605725827,0.416280024998435,0.164100369275738,0.53881172593242,0.389366510948818,0.373228557212706,0.237404931838476,0.602689568493238
North,2014,0.652401099941829,0.245607489023412,0.299385444721492,0.454997564787211,0.340460806941779,0.446292941431219,0.213246251627002,0.559806806608627,0.403887418237036,0.404774301873495,0.191240885901403,0.543457111204335,0.419619605725827,0.416280024998435,0.164100369275738,0.53881172593242
North-Central,1962,0.476238527127176,0.556749174864121,0.443250825135879,,,,,,,,,,,,,
North-Central,1967,0.521539659095701,0.600287819116737,0.399712180883263,,,0.443250825135879,0.556749174864121,0.476238527127176,,,,,,,,
North-Central,1971,0.477482476026947,0.500695967159252,0.499304032840748,,,0.399712180883263,0.600287819116737,0.521539659095701,,0.443250825135879,0.556749174864121,0.476238527127176,,,,
North-Central,1977,0.576152422814572,0.722368617951694,0.277631382048306,,,0.499304032840748,0.500695967159252,0.477482476026947,,0.399712180883263,0.600287819116737,0.521539659095701,,0.443250825135879,0.556749174864121,0.476238527127176
North-Central,1980,0.51046321521376,0.968390069791083,0.0315963298132169,,,0.277631382048306,0.722368617951694,0.576152422814572,,0.499304032840748,0.500695967159252,0.477482476026947,,0.399712180883263,0.600287819116737,0.521539659095701
North-Central,1984,0.569639832380387,0.324169181313815,0.561951357399553,0.113824811005592,,0.0315963298132169,0.968390069791083,0.51046321521376,,0.277631382048306,0.722368617951694,0.576152422814572,,0.499304032840748,0.500695967159252,0.477482476026947
North-Central,1989,0.533180876224044,0.497212152031675,0.353009762828293,0.14975031912658,0.113824811005592,0.561951357399553,0.324169181313815,0.569639832380387,,0.0315963298132169,0.968390069791083,0.51046321521376,,0.277631382048306,0.722368617951694,0.576152422814572
North-Central,1991,0.502860935189501,0.426210935132388,0.288031432036963,0.285512858186505,0.14975031912658,0.353009762828293,0.497212152031675,0.533180876224044,0.113824811005592,0.561951357399553,0.324169181313815,0.569639832380387,,0.0315963298132169,0.968390069791083,0.51046321521376
North-Central,1996,0.503166872106447,0.52264460045057,0.168662843154265,0.308396152482868,0.285512858186505,0.288031432036963,0.426210935132388,0.502860935189501,0.14975031912658,0.353009762828293,0.497212152031675,0.533180876224044,0.113824811005592,0.561951357399553,0.324169181313815,0.569639832380387
North-Central,1998,0.583158806530251,0.42708412770893,0.231498726583093,0.341394674092355,0.308396152482868,0.168662843154265,0.52264460045057,0.503166872106447,0.285512858186505,0.288031432036963,0.426210935132388,0.502860935189501,0.14975031912658,0.353009762828293,0.497212152031675,0.533180876224044
North-Central,1999,0.552511886765298,0.343763851806969,0.302105892997178,0.3541288908052,0.341394674092355,0.231498726583093,0.42708412770893,0.583158806530251,0.308396152482868,0.168662843154265,0.52264460045057,0.503166872106447,0.285512858186505,0.288031432036963,0.426210935132388,0.502860935189501
North-Central,2004,0.50609467121356,0.408585962022644,0.268925968721662,0.322467024586714,0.3541288908052,0.302105892997178,0.343763851806969,0.552511886765298,0.341394674092355,0.231498726583093,0.42708412770893,0.583158806530251,0.308396152482868,0.168662843154265,0.52264460045057,0.503166872106447
North-Central,2009,0.478840077299466,0.400204109700692,0.295876588554193,0.303832075060793,0.322467024586714,0.268925968721662,0.408585962022644,0.50609467121356,0.3541288908052,0.302105892997178,0.343763851806969,0.552511886765298,0.341394674092355,0.231498726583093,0.42708412770893,0.583158806530251
North-Central,2014,0.58868970803548,0.324214371732033,0.201625407379111,0.474140683203112,0.303832075060793,0.295876588554193,0.400204109700692,0.478840077299466,0.322467024586714,0.268925968721662,0.408585962022644,0.50609467121356,0.3541288908052,0.302105892997178,0.343763851806969,0.552511886765298
North-Eastern,1962,0.539359663888874,0.472193357109707,0.527806642890294,,,,,,,,,,,,,
North-Eastern,1967,0.53891201191173,0.442444370172626,0.557555629827374,,,0.527806642890294,0.472193357109707,0.539359663888874,,,,,,,,
North-Eastern,1971,0.499989719053254,0.41943149856242,0.58056850143758,,,0.557555629827374,0.442444370172626,0.53891201191173,,0.527806642890294,0.472193357109707,0.539359663888874,,,,
North-Eastern,1977,0.541323442721036,0.499498502386911,0.500501497613089,,,0.58056850143758,0.41943149856242,0.499989719053254,,0.557555629827374,0.442444370172626,0.53891201191173,,0.527806642890294,0.472193357109707,0.539359663888874
North-Eastern,1980,0.660372658155372,0.973383173232903,0.0266168267670968,,,0.500501497613089,0.499498502386911,0.541323442721036,,0.58056850143758,0.41943149856242,0.499989719053254,,0.557555629827374,0.442444370172626,0.53891201191173
North-Eastern,1984,0.71351627501137,0.469628798022602,0.506724119656234,0.0236470823211642,,0.0266168267670968,0.973383173232903,0.660372658155372,,0.500501497613089,0.499498502386911,0.541323442721036,,0.58056850143758,0.41943149856242,0.499989719053254
North-Eastern,1985,0.739600487677295,0.748143035134808,0.248119000004687,0.00373796486050586,0.0236470823211642,0.506724119656234,0.469628798022602,0.71351627501137,,0.0266168267670968,0.973383173232903,0.660372658155372,,0.500501497613089,0.499498502386911,0.541323442721036
North-Eastern,1989,0.689615542191674,0.424411980465495,0.549233002748979,0.0263550167855265,0.00373796486050586,0.248119000004687,0.748143035134808,0.739600487677295,0.0236470823211642,0.506724119656234,0.469628798022602,0.71351627501137,,0.0266168267670968,0.973383173232903,0.660372658155372
North-Eastern,1991,0.688037661835039,0.401350214658828,0.385009869265515,0.213639916075658,0.0263550167855265,0.549233002748979,0.424411980465495,0.689615542191674,0.00373796486050586,0.248119000004687,0.748143035134808,0.739600487677295,0.0236470823211642,0.506724119656234,0.469628798022602,0.71351627501137
North-Eastern,1996,0.74143806784232,0.318203297765894,0.358437898826739,0.323358803407367,0.213639916075658,0.385009869265515,0.401350214658828,0.688037661835039,0.0263550167855265,0.549233002748979,0.424411980465495,0.689615542191674,0.00373796486050586,0.248119000004687,0.748143035134808,0.739600487677295
North-Eastern,1998,0.605376280025587,0.272011829477238,0.422841384021666,0.305146786501095,0.323358803407367,0.358437898826739,0.318203297765894,0.74143806784232,0.213639916075658,0.385009869265515,0.401350214658828,0.688037661835039,0.0263550167855265,0.549233002748979,0.424411980465495,0.689615542191674
North-Eastern,1999,0.683034290976721,0.254255722811352,0.419036765676891,0.326707511511758,0.305146786501095,0.422841384021666,0.272011829477238,0.605376280025587,0.323358803407367,0.358437898826739,0.318203297765894,0.74143806784232,0.213639916075658,0.385009869265515,0.401350214658828,0.688037661835039
North-Eastern,2004,0.68338497083832,0.306600741705486,0.337173922617977,0.356225335676537,0.326707511511758,0.419036765676891,0.254255722811352,0.683034290976721,0.305146786501095,0.422841384021666,0.272011829477238,0.605376280025587,0.323358803407367,0.358437898826739,0.318203297765894,0.74143806784232
North-Eastern,2009,0.715887894434651,0.328270845610083,0.399699168115538,0.272029986274379,0.356225335676537,0.337173922617977,0.306600741705486,0.68338497083832,0.326707511511758,0.419036765676891,0.254255722811352,0.683034290976721,0.305146786501095,0.422841384021666,0.272011829477238,0.605376280025587
North-Eastern,2014,0.796302018720645,0.337978408611968,0.318665156277682,0.343356435110351,0.272029986274379,0.399699168115538,0.328270845610083,0.715887894434651,0.356225335676537,0.337173922617977,0.306600741705486,0.68338497083832,0.326707511511758,0.419036765676891,0.254255722811352,0.683034290976721
Southern,1962,0.634860003762724,0.307013522517964,0.692986477482036,,,,,,,,,,,,,
Southern,1967,0.673013260170119,0.379198446161183,0.620801553838817,,,0.692986477482036,0.307013522517964,0.634860003762724,,,,,,,,
Southern,1971,0.616918323094002,0.437228403752879,0.562771596247121,,,0.620801553838817,0.379198446161183,0.673013260170119,,0.692986477482036,0.307013522517964,0.634860003762724,,,,
Southern,1977,0.642530123733235,0.482436116464792,0.517563883535208,,,0.562771596247121,0.437228403752879,0.616918323094002,,0.620801553838817,0.379198446161183,0.673013260170119,,0.692986477482036,0.307013522517964,0.634860003762724
Southern,1980,0.595923705698729,0.889783092926007,0.110216907073993,,,0.517563883535208,0.482436116464792,0.642530123733235,,0.562771596247121,0.437228403752879,0.616918323094002,,0.620801553838817,0.379198446161183,0.673013260170119
Southern,1984,0.683539835762896,0.456010055285874,0.527093435325482,0.016883698955345,,0.110216907073993,0.889783092926007,0.595923705698729,,0.517563883535208,0.482436116464792,0.642530123733235,,0.562771596247121,0.437228403752879,0.616918323094002
Southern,1989,0.678576322397308,0.404732776743446,0.560596359301147,0.0346500788522099,0.016883698955345,0.527093435325482,0.456010055285874,0.683539835762896,,0.110216907073993,0.889783092926007,0.595923705698729,,0.517563883535208,0.482436116464792,0.642530123733235
Southern,1991,0.605845856253702,0.359942343996762,0.52100663529451,0.119024870583614,0.0346500788522099,0.560596359301147,0.404732776743446,0.678576322397308,0.016883698955345,0.527093435325482,0.456010055285874,0.683539835762896,,0.110216907073993,0.889783092926007,0.595923705698729
Southern,1996,0.625606951059078,0.468590192514435,0.420476059590126,0.110244461227068,0.119024870583614,0.52100663529451,0.359942343996762,0.605845856253702,0.0346500788522099,0.560596359301147,0.404732776743446,0.678576322397308,0.016883698955345,0.527093435325482,0.456010055285874,0.683539835762896
Southern,1998,0.627026551137857,0.378454211077843,0.385523241192287,0.23602254772987,0.110244461227068,0.420476059590126,0.468590192514435,0.625606951059078,0.119024870583614,0.52100663529451,0.359942343996762,0.605845856253702,0.0346500788522099,0.560596359301147,0.404732776743446,0.678576322397308
Southern,1999,0.640339313172997,0.271289560889922,0.480982130407757,0.247728308702321,0.23602254772987,0.385523241192287,0.378454211077843,0.627026551137857,0.110244461227068,0.420476059590126,0.468590192514435,0.625606951059078,0.119024870583614,0.52100663529451,0.359942343996762,0.605845856253702
Southern,2004,0.660141685351784,0.260874345085759,0.479667719952011,0.25945793496223,0.247728308702321,0.480982130407757,0.271289560889922,0.640339313172997,0.23602254772987,0.385523241192287,0.378454211077843,0.627026551137857,0.110244461227068,0.420476059590126,0.468590192514435,0.625606951059078
Southern,2009,0.693372749992458,0.306469490489826,0.467554608752267,0.225956216246792,0.25945793496223,0.479667719952011,0.260874345085759,0.660141685351784,0.247728308702321,0.480982130407757,0.271289560889922,0.640339313172997,0.23602254772987,0.385523241192287,0.378454211077843,0.627026551137857
Southern,2014,0.724520757366731,0.359525325899038,0.324159224255835,0.31629602234376,0.225956216246792,0.467554608752267,0.306469490489826,0.693372749992458,0.25945793496223,0.479667719952011,0.260874345085759,0.660141685351784,0.247728308702321,0.480982130407757,0.271289560889922,0.640339313172997
Western,1962,0.564579493930221,0.435809147514954,0.564190852485046,,,,,,,,,,,,,
Western,1967,0.609650726380027,0.479198880751811,0.520801119248189,,,0.564190852485046,0.435809147514954,0.564579493930221,,,,,,,,
Western,1971,0.56000606153146,0.41358948633968,0.580473043178591,0.00593747048172896,,0.520801119248189,0.479198880751811,0.609650726380027,,0.564190852485046,0.435809147514954,0.564579493930221,,,,
Western,1977,0.581765706383924,0.5376931680925,0.462281116250178,,0.00593747048172896,0.580473043178591,0.41358948633968,0.56000606153146,,0.520801119248189,0.479198880751811,0.609650726380027,,0.564190852485046,0.435809147514954,0.564579493930221
Western,1980,0.539240736908415,0.988726069687788,0.0046141084791754,0.00649840540361719,,0.462281116250178,0.5376931680925,0.581765706383924,0.00593747048172896,0.580473043178591,0.41358948633968,0.56000606153146,,0.520801119248189,0.479198880751811,0.609650726380027
Western,1984,0.582959860815531,0.353141643288641,0.519789734256698,0.127016747269289,0.00649840540361719,0.0046141084791754,0.988726069687788,0.539240736908415,,0.462281116250178,0.5376931680925,0.581765706383924,0.00593747048172896,0.580473043178591,0.41358948633968,0.56000606153146
Western,1989,0.560871917015453,0.293031576435341,0.43413378373518,0.272826238769161,0.127016747269289,0.519789734256698,0.353141643288641,0.582959860815531,0.00649840540361719,0.0046141084791754,0.988726069687788,0.539240736908415,,0.462281116250178,0.5376931680925,0.581765706383924
Western,1991,0.457060864599096,0.205572002466782,0.41109313214633,0.383215940463499,0.272826238769161,0.43413378373518,0.293031576435341,0.560871917015453,0.127016747269289,0.519789734256698,0.353141643288641,0.582959860815531,0.00649840540361719,0.0046141084791754,0.988726069687788,0.539240736908415
Western,1996,0.456122538919313,0.229681675252568,0.355956039452918,0.414257584956833,0.383215940463499,0.41109313214633,0.205572002466782,0.457060864599096,0.272826238769161,0.43413378373518,0.293031576435341,0.560871917015453,0.127016747269289,0.519789734256698,0.353141643288641,0.582959860815531
Western,1998,0.557872853900012,0.145515997175787,0.404476652521454,0.450007350302759,0.414257584956833,0.355956039452918,0.229681675252568,0.456122538919313,0.383215940463499,0.41109313214633,0.205572002466782,0.457060864599096,0.272826238769161,0.43413378373518,0.293031576435341,0.560871917015453
Western,1999,0.523089550236055,0.0553953291222545,0.504885030585695,0.43971964029205,0.450007350302759,0.404476652521454,0.145515997175787,0.557872853900012,0.414257584956833,0.355956039452918,0.229681675252568,0.456122538919313,0.383215940463499,0.41109313214633,0.205572002466782,0.457060864599096
Western,2004,0.500820527068134,0.102671819007526,0.446169895975679,0.451137644149346,0.43971964029205,0.504885030585695,0.0553953291222545,0.523089550236055,0.450007350302759,0.404476652521454,0.145515997175787,0.557872853900012,0.414257584956833,0.355956039452918,0.229681675252568,0.456122538919313
Western,2009,0.498683589614687,0.183668570559943,0.420741304036113,0.395480573832868,0.451137644149346,0.446169895975679,0.102671819007526,0.500820527068134,0.43971964029205,0.504885030585695,0.0553953291222545,0.523089550236055,0.450007350302759,0.404476652521454,0.145515997175787,0.557872853900012
Western,2014,0.615869074689939,0.11874020983286,0.360528762629736,0.520666870155736,0.395480573832868,0.420741304036113,0.183668570559943,0.498683589614687,0.451137644149346,0.446169895975679,0.102671819007526,0.500820527068134,0.43971964029205,0.504885030585695,0.0553953291222545,0.523089550236055
